image,cell_id,label,stage1_dead_prediction,dead_probability,borderline_ghost,dead_stage1_correct,dead_missed,stage2_morphology_prediction,final_prediction
Data_MC/images/PE_RBCs_NPs_1-200_4_3hrs_2.tif,47,Healthy,NotDead,2.872438493284335e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-200_4_3hrs_3.tif,10,Healthy,NotDead,6.81537773479235e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-200_4_3hrs_3.tif,28,Healthy,NotDead,2.3776688583554417e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-200_5_15hrs_1.tif,36,Crenated,NotDead,2.4018077398046955e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-200_5_15hrs_2.tif,47,Dead,Dead,0.999997347804479,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-200_5_15hrs_4.tif,37,Dead,Dead,0.9999970560539342,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-200_5_15hrs_4.tif,40,Crenated,NotDead,2.3776546371756524e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-200_5_3hrs_4.tif,15,Healthy,NotDead,2.37627367505322e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-200_6_15hrs_1.tif,76,Healthy,NotDead,6.643306695863771e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-200_6_15hrs_3.tif,52,Dead,Dead,0.9999930364661882,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-200_6_15hrs_4.tif,52,Dead,Dead,0.9999963012972904,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-200_6_15hrs_4.tif,64,Dead,Dead,0.9999973849397898,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-200_6_3hrs_4.tif,73,Dead,Dead,0.9999343035921548,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-20_1_3hrs_1.tif,43,Stressed,NotDead,2.377664764630083e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_1_3hrs_1.tif,87,Crenated,NotDead,2.8760099414215645e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_1_3hrs_2.tif,17,Stressed,NotDead,2.3766963815896602e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_1_3hrs_2.tif,64,Crenated,NotDead,2.3776685454945934e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_1_3hrs_4.tif,15,Stressed,NotDead,2.3776662414487504e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-20_2_15hrs_2.tif,31,Dead,Dead,0.9999873257737146,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-20_2_3hrs_1.tif,45,Healthy,NotDead,2.3776687066989766e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_2_3hrs_2.tif,69,Crenated,NotDead,2.499357250274059e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-20_2_3hrs_3.tif,1,Stressed,NotDead,2.0815597057133317e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_3_15hrs_1.tif,55,Dead,Dead,0.9999961852461609,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-20_3_15hrs_3.tif,25,Stressed,NotDead,1.5088774620863887e-05,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_3_15hrs_4.tif,47,Dead,Dead,0.9999973511016218,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-20_3_3hrs_1.tif,28,Stressed,NotDead,2.3762731754528588e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_3_3hrs_1.tif,57,Stressed,NotDead,2.3776657660512512e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_3_3hrs_2.tif,1,Healthy,NotDead,2.881065897297752e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_3_3hrs_2.tif,54,Stressed,NotDead,2.376207688170595e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_3_3hrs_2.tif,59,Stressed,NotDead,8.644231760612797e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_3_3hrs_4.tif,25,Stressed,NotDead,2.3776685377230322e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_4_3hrs_1.tif,38,Healthy,NotDead,3.0644730651951946e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_4_3hrs_1.tif,58,Stressed,NotDead,2.377185152724337e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_4_3hrs_2.tif,49,Crenated,NotDead,2.37766858679489e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_4_3hrs_3.tif,5,Stressed,NotDead,2.3719533472910115e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_5_15hrs_2.tif,24,Healthy,NotDead,2.545035532774964e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_5_15hrs_2.tif,35,Dead,Dead,0.9999977094387816,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-20_5_3hrs_2.tif,27,Healthy,NotDead,2.3776686560728066e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-20_5_3hrs_2.tif,57,Stressed,NotDead,2.347586540274449e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_5_3hrs_4.tif,45,Stressed,NotDead,3.0107473584228828e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_6_3hrs_2.tif,60,Stressed,NotDead,2.377668618325224e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_6_3hrs_3.tif,4,Healthy,NotDead,1.6233706349955135e-05,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_6_3hrs_4.tif,33,Stressed,NotDead,2.3776648845341697e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-20_7_15hrs_2.tif,39,Crenated,NotDead,2.4212363136655313e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_1_15hrs_4.tif,26,Stressed,NotDead,2.405313110243057e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_1_3hrs_1.tif,7,Healthy,NotDead,3.0771388975781022e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_1_3hrs_1.tif,56,Crenated,NotDead,2.3762731110599233e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_1_3hrs_3.tif,30,Healthy,NotDead,2.3776662454455533e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_1_3hrs_3.tif,46,Healthy,NotDead,2.8937396538197824e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_1_3hrs_4.tif,53,Stressed,NotDead,2.4481090359351754e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_1_3hrs_4.tif,73,Crenated,NotDead,2.377668456898796e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_1_3hrs_4.tif,81,Crenated,NotDead,2.37018787918597e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_2_15hrs_2.tif,21,Crenated,NotDead,2.6185469333972478e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_2_15hrs_3.tif,47,Dead,Dead,0.9999973360610871,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-50_2_3hrs_2.tif,21,Healthy,NotDead,3.545467851528983e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_2_3hrs_2.tif,24,Healthy,NotDead,2.6229019232104633e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_2_3hrs_3.tif,65,Stressed,NotDead,2.529623190083985e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_2_3hrs_4.tif,3,Stressed,NotDead,2.3961579287412604e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_3_15hrs_1.tif,46,Crenated,NotDead,2.6809114640480303e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_3_15hrs_2.tif,15,Healthy,NotDead,2.4552988866499703e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_3_15hrs_2.tif,43,Dead,Dead,0.9999971813974777,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-50_3_15hrs_2.tif,61,Dead,Dead,0.999990238821205,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-50_3_15hrs_3.tif,3,Stressed,NotDead,2.4833656866452003e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_3_15hrs_3.tif,51,Dead,Dead,0.9999947931366913,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-50_3_3hrs_3.tif,4,Stressed,NotDead,1.4223700355420199e-05,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_3_3hrs_4.tif,59,Stressed,NotDead,3.877734065405036e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_4_15hrs_2.tif,47,Dead,Dead,0.9999972023645033,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-50_4_15hrs_4.tif,38,Dead,Dead,0.9999951840373458,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-50_4_3hrs_1.tif,31,Stressed,NotDead,9.061782631492044e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_4_3hrs_2.tif,42,Healthy,NotDead,3.5577453439961104e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_4_3hrs_3.tif,62,Healthy,NotDead,6.955012444742614e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_4_3hrs_3.tif,66,Stressed,NotDead,2.3961500758007404e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_4_3hrs_4.tif,32,Healthy,NotDead,3.979371969109469e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_4_3hrs_4.tif,39,Healthy,NotDead,3.545469254850886e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_5_15hrs_1.tif,27,Crenated,NotDead,2.4212691639435846e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_5_3hrs_2.tif,54,Healthy,NotDead,4.1210638718203185e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_5_3hrs_3.tif,12,Stressed,NotDead,2.396157939621446e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_NPs_1-50_5_3hrs_4.tif,45,Stressed,NotDead,2.4488349277262955e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_6_15hrs_3.tif,37,Crenated,NotDead,2.421414933673205e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_6_15hrs_3.tif,43,Crenated,NotDead,2.499758660512441e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_NPs_1-50_6_15hrs_4.tif,49,Dead,Dead,0.9999950651273979,False,True,False,,Dead
Data_MC/images/PE_RBCs_NPs_1-50_6_3hrs_1.tif,188,Crenated,NotDead,4.027643732418262e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_NPs_1-50_6_3hrs_2.tif,37,Healthy,NotDead,2.396144268002054e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_1_15hrs_3.tif,66,Dead,Dead,0.9999699161453803,False,True,False,,Dead
Data_MC/images/PE_RBCs_control_1_15hrs_4.tif,34,Healthy,NotDead,6.385860760294015e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_1_15hrs_4.tif,66,Dead,Dead,0.9999968935663335,False,True,False,,Dead
Data_MC/images/PE_RBCs_control_1_3hrs_1.tif,12,Healthy,NotDead,2.490086604689523e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_1_3hrs_1.tif,25,Stressed,NotDead,2.4212566828163418e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_1_3hrs_2.tif,79,Stressed,NotDead,2.4409509283840336e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_1_3hrs_2.tif,104,Crenated,NotDead,2.693616777516006e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_2_15hrs_2.tif,63,Healthy,NotDead,1.7908281936707127e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_2_15hrs_4.tif,20,Crenated,NotDead,3.6663805431658147e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_2_3hrs_1.tif,100,Crenated,NotDead,2.6938020420974595e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_2_3hrs_2.tif,2,Healthy,NotDead,2.4156483697801434e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_2_3hrs_3.tif,114,Crenated,NotDead,2.6858062045498343e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_2_3hrs_4.tif,56,Healthy,NotDead,5.873958127555756e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_3_15hrs_3.tif,44,Healthy,NotDead,2.512817417921198e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_4_15hrs_1.tif,25,Healthy,NotDead,2.3961492147117625e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_4_15hrs_1.tif,29,Healthy,NotDead,4.186858235777358e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_4_3hrs_1.tif,39,Healthy,NotDead,2.4156401450259324e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_4_3hrs_2.tif,76,Crenated,NotDead,2.5115400497099927e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_4_3hrs_2.tif,87,Healthy,NotDead,2.3961533782701494e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_4_3hrs_3.tif,34,Stressed,NotDead,2.396151097205923e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_4_3hrs_3.tif,41,Stressed,NotDead,2.396157501749485e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_4_3hrs_4.tif,76,Healthy,NotDead,1.0792778931123514e-05,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_5_3hrs_1.tif,79,Stressed,NotDead,8.812693069848443e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_5_3hrs_3.tif,106,Crenated,NotDead,2.396149394345848e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_6_15hrs_2.tif,26,Healthy,NotDead,2.4214106318920514e-06,False,True,False,Healthy,Healthy
Data_MC/images/PE_RBCs_control_6_15hrs_2.tif,36,Dead,Dead,0.9999964654129893,False,True,False,,Dead
Data_MC/images/PE_RBCs_control_6_15hrs_3.tif,12,Healthy,NotDead,2.5391866400603647e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_6_15hrs_4.tif,28,Crenated,NotDead,2.4429369905876186e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_6_15hrs_4.tif,48,Dead,Dead,0.9999896739607802,False,True,False,,Dead
Data_MC/images/PE_RBCs_control_6_3hrs_2.tif,75,Healthy,NotDead,2.3961589896703828e-06,False,True,False,Stressed,Stressed
Data_MC/images/PE_RBCs_control_6_3hrs_4.tif,13,Stressed,NotDead,2.421257655593756e-06,False,True,False,Crenated,Crenated
Data_MC/images/PE_RBCs_control_6_3hrs_4.tif,19,Stressed,NotDead,3.5575081500649475e-06,False,True,False,Healthy,Healthy
Data_MC/images/PP_RBCs_NPs_1-10_1_15hrs_1.tif,26,Dead,Dead,0.9999968765615486,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_1_15hrs_2.tif,32,Dead,Dead,0.9999970667945086,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_1_3hrs_1.tif,34,Stressed,NotDead,3.4594106392837887e-06,False,True,False,Stressed,Stressed
Data_MC/images/PP_RBCs_NPs_1-10_2_15hrs_1.tif,29,Dead,Dead,0.999996993915697,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_2_15hrs_4.tif,37,Dead,Dead,0.9999974262716309,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_2_3hrs_2.tif,13,Healthy,NotDead,2.4843114853068116e-06,False,True,False,Healthy,Healthy
Data_MC/images/PP_RBCs_NPs_1-10_2_3hrs_3.tif,9,Healthy,NotDead,3.5577466139802283e-06,False,True,False,Healthy,Healthy
Data_MC/images/PP_RBCs_NPs_1-10_3_15hrs_1.tif,27,Dead,Dead,0.999995257081287,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_3_15hrs_2.tif,17,Dead,Dead,0.9999971358279395,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_3_15hrs_4.tif,36,Dead,Dead,0.9996628943408519,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_3_3hrs_1.tif,22,Healthy,NotDead,1.218487549858871e-05,False,True,False,Stressed,Stressed
Data_MC/images/PP_RBCs_NPs_1-10_3_3hrs_1.tif,68,Crenated,NotDead,2.6912453814365023e-06,False,True,False,Crenated,Crenated
Data_MC/images/PP_RBCs_NPs_1-10_3_3hrs_2.tif,41,Healthy,NotDead,2.1277605615321882e-05,False,True,False,Healthy,Healthy
Data_MC/images/PP_RBCs_NPs_1-10_3_3hrs_2.tif,48,Healthy,NotDead,1.5439254267057834e-05,False,True,False,Healthy,Healthy
Data_MC/images/PP_RBCs_NPs_1-10_3_3hrs_2.tif,61,Crenated,NotDead,2.3961592150456568e-06,False,True,False,Crenated,Crenated
Data_MC/images/PP_RBCs_NPs_1-10_3_3hrs_3.tif,61,Stressed,NotDead,2.402263899581314e-06,False,True,False,Stressed,Stressed
Data_MC/images/PP_RBCs_NPs_1-10_3_3hrs_4.tif,24,Stressed,NotDead,3.6087632787618062e-06,False,True,False,Healthy,Healthy
Data_MC/images/PP_RBCs_NPs_1-10_4_15hrs_1.tif,21,Dead,Dead,0.9999971203781642,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_4_3hrs_3.tif,83,Dead,Dead,0.9999975996900384,False,True,False,,Dead
Data_MC/images/PP_RBCs_NPs_1-10_4_3hrs_4.tif,83,Crenated,NotDead,2.4197141733628413e-06,False,True,False,Crenated,Crenated
Data_MC/images/PP_RBCs_NPs_1-10_4_3hrs_4.tif,85,Crenated,NotDead,2.7222098731849442e-06,False,True,False,Crenated,Crenated
Data_MC/images/PP_RBCs_NPs_1-10_5_15hrs_1.tif,3,Dead,Dead,0.9999970504879666,False,True,False,,Dead
