image,cell_id,label,ml_prediction,ml_confidence,final_decision,review_flag,review_reason,crenation_score,texture_score,prob_Crenated,prob_Dead,prob_Healthy,prob_Stressed
Data_for_model/images/Control1_15_hrs_PE_2.tif,31,Healthy,Healthy,0.9966666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.04995644863607385,0.966415996907502,0.0,0.0,0.9966666666666667,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_2.tif,32,,Healthy,0.98,Healthy,False,,0.021099567800084817,0.82283944124001,0.01,0.006666666666666667,0.98,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_2.tif,33,,Healthy,0.9566666666666667,Healthy,False,,0.04277319448785788,0.8453329678013847,0.0,0.013333333333333334,0.9566666666666667,0.03
Data_for_model/images/Control1_15_hrs_PE_2.tif,34,,Healthy,0.6966666666666667,Healthy,False,,0.019137698544483994,0.9185057520058938,0.06333333333333334,0.0,0.6966666666666667,0.24
Data_for_model/images/Control1_15_hrs_PE_2.tif,35,,Healthy,0.98,Healthy,False,,0.005143411862021274,0.846954858052748,0.0033333333333333335,0.0033333333333333335,0.98,0.013333333333333334
Data_for_model/images/Control1_15_hrs_PE_2.tif,36,,Healthy,0.69,Healthy,True,healthy_but_irregular_or_textured; ,0.006569869294507535,1.0622028336029758,0.016666666666666666,0.12666666666666668,0.69,0.16666666666666666
Data_for_model/images/Control1_15_hrs_PE_2.tif,37,,Healthy,0.99,Healthy,True,healthy_but_irregular_or_textured; ,-0.019542694366457503,0.9792121077652328,0.0033333333333333335,0.0,0.99,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_2.tif,38,,Healthy,0.93,Healthy,False,,0.011418305875005696,0.8761528334718166,0.0033333333333333335,0.056666666666666664,0.93,0.01
Data_for_model/images/Control1_15_hrs_PE_2.tif,39,,Healthy,0.99,Healthy,True,healthy_but_irregular_or_textured; ,0.07864667468831577,1.0041656114520574,0.0033333333333333335,0.0033333333333333335,0.99,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_2.tif,40,Healthy,Healthy,0.9833333333333333,Healthy,False,,0.014728570895900961,0.910753649355307,0.0033333333333333335,0.01,0.9833333333333333,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_2.tif,41,,Healthy,0.53,Healthy,True,low_confidence; ,0.009170912223335548,0.7860822666150484,0.16666666666666666,0.0,0.53,0.30333333333333334
Data_for_model/images/Control1_15_hrs_PE_2.tif,42,,Healthy,0.95,Healthy,False,,0.014504856599639737,0.8187857128030144,0.0033333333333333335,0.03,0.95,0.016666666666666666
Data_for_model/images/Control1_15_hrs_PE_2.tif,43,,Dead,0.9933333333333333,Dead,False,,0.10467429536687622,0.656456298154867,0.0,0.9933333333333333,0.006666666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,45,,Healthy,0.9933333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.042442146288775295,0.9978308437044374,0.0,0.0,0.9933333333333333,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_2.tif,46,,Healthy,0.7966666666666666,Healthy,True,healthy_but_irregular_or_textured; ,0.04301399448175991,1.004159091111723,0.03,0.016666666666666666,0.7966666666666666,0.15666666666666668
Data_for_model/images/Control1_15_hrs_PE_2.tif,47,Dead,Dead,0.93,Dead,False,,0.15970388008447378,0.5865038694056522,0.016666666666666666,0.93,0.02666666666666667,0.02666666666666667
Data_for_model/images/Control1_15_hrs_PE_2.tif,49,Dead,Dead,0.9733333333333334,Dead,False,,0.10608054188459326,0.5684006334392034,0.0,0.9733333333333334,0.02666666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,50,,Dead,0.8933333333333333,Dead,False,,0.05040667635359797,0.4993793469852508,0.0033333333333333335,0.8933333333333333,0.10333333333333333,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,51,Dead,Dead,0.9366666666666666,Dead,False,,0.0890412829012236,0.6290945818691352,0.0,0.9366666666666666,0.06333333333333334,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,53,,Dead,0.9566666666666667,Dead,False,,0.11150749607288069,0.5903038807685408,0.0,0.9566666666666667,0.043333333333333335,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,54,,Dead,0.9933333333333333,Dead,False,,0.29600794106099126,0.6729238218027502,0.0,0.9933333333333333,0.006666666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,55,,Dead,0.94,Dead,False,,0.03567237898525333,0.5624074478403412,0.0033333333333333335,0.94,0.056666666666666664,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,58,,Dead,0.8566666666666667,Dead,False,,0.06132652089629653,0.632897797425151,0.0033333333333333335,0.8566666666666667,0.14,0.0
Data_for_model/images/Control1_15_hrs_PE_2.tif,59,,Dead,0.9833333333333333,Dead,False,,0.10477379593767522,0.4881114808274469,0.0033333333333333335,0.9833333333333333,0.01,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_2.tif,64,,Dead,0.9933333333333333,Dead,False,,0.22793347654612384,0.4342967795162165,0.0,0.9933333333333333,0.006666666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,2,,Healthy,0.9766666666666667,Healthy,False,,0.03397039227976184,0.8241578446968606,0.0,0.0033333333333333335,0.9766666666666667,0.02
Data_for_model/images/Control1_15_hrs_PE_3.tif,3,,Healthy,0.9633333333333334,Healthy,True,healthy_but_irregular_or_textured; ,0.005829213576031278,1.0320095119940218,0.006666666666666667,0.0,0.9633333333333334,0.03
Data_for_model/images/Control1_15_hrs_PE_3.tif,4,Healthy,Healthy,1.0,Healthy,True,healthy_but_irregular_or_textured; ,0.015554360044707671,1.0217735968951618,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,5,Healthy,Healthy,0.86,Healthy,True,healthy_but_irregular_or_textured; ,0.03111418988233483,1.0400429791637318,0.0033333333333333335,0.13666666666666666,0.86,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,6,,Healthy,0.9666666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.044284834382241955,0.9573361621780014,0.013333333333333334,0.02,0.9666666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,7,,Healthy,0.9933333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.013857030132156,1.0287322526018514,0.0033333333333333335,0.0033333333333333335,0.9933333333333333,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,8,,Healthy,0.9133333333333333,Healthy,False,,0.04063185161272431,0.9407730316414724,0.05,0.03333333333333333,0.9133333333333333,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_3.tif,10,,Healthy,0.87,Healthy,True,healthy_but_irregular_or_textured; ,0.0982133477463667,0.969801198061586,0.02,0.02666666666666667,0.87,0.08333333333333333
Data_for_model/images/Control1_15_hrs_PE_3.tif,12,,Healthy,0.9966666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.038624628994852306,1.033187486780232,0.0033333333333333335,0.0,0.9966666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,13,,Healthy,0.5233333333333333,Healthy,True,low_confidence; ,0.02886594310614199,0.9100517313181812,0.06333333333333334,0.41333333333333333,0.5233333333333333,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,14,,Healthy,0.98,Healthy,True,healthy_but_irregular_or_textured; ,0.01777135925729989,0.9959610782295986,0.0,0.006666666666666667,0.98,0.013333333333333334
Data_for_model/images/Control1_15_hrs_PE_3.tif,15,,Stressed,0.5866666666666667,Stressed,True,low_confidence; ,0.1848009153003396,0.9212519485017728,0.016666666666666666,0.016666666666666666,0.38,0.5866666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,16,,Healthy,0.9966666666666667,Healthy,False,,0.015209511761879013,0.9486694034716864,0.0033333333333333335,0.0,0.9966666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,17,,Healthy,0.9,Healthy,True,healthy_but_irregular_or_textured; ,0.09990567366816161,0.7534229959651714,0.02666666666666667,0.006666666666666667,0.9,0.06666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,18,,Healthy,0.9666666666666667,Healthy,False,,0.056754338370165525,0.9165026449996064,0.0,0.023333333333333334,0.9666666666666667,0.01
Data_for_model/images/Control1_15_hrs_PE_3.tif,19,Healthy,Healthy,0.9666666666666667,Healthy,False,,0.010787844097274957,0.8911349960351673,0.01,0.0033333333333333335,0.9666666666666667,0.02
Data_for_model/images/Control1_15_hrs_PE_3.tif,22,,Healthy,0.9333333333333333,Healthy,True,healthy_but_irregular_or_textured; ,-0.016647886110336074,0.9985446508397388,0.02666666666666667,0.03333333333333333,0.9333333333333333,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,24,,Healthy,0.9933333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.049943365733948974,0.95746892471486,0.0,0.006666666666666667,0.9933333333333333,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,26,Healthy,Healthy,1.0,Healthy,True,healthy_but_irregular_or_textured; ,0.008054005263033903,0.9645422466536192,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,27,,Stressed,0.4166666666666667,Stressed,True,low_confidence; ,0.12722818699407568,0.940186017417868,0.19333333333333333,0.10666666666666667,0.2833333333333333,0.4166666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,28,Healthy,Healthy,1.0,Healthy,False,,0.04992547583328533,0.903576529495207,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,29,Healthy,Healthy,0.99,Healthy,False,,0.03935163936632369,0.9337665574501464,0.0,0.0,0.99,0.01
Data_for_model/images/Control1_15_hrs_PE_3.tif,30,,Healthy,0.78,Healthy,False,,0.015854188338713215,0.9288462410000584,0.016666666666666666,0.20333333333333334,0.78,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,31,,Stressed,0.75,Stressed,False,,0.19235084888777332,0.6596372925621687,0.09666666666666666,0.0,0.15333333333333332,0.75
Data_for_model/images/Control1_15_hrs_PE_3.tif,32,,Healthy,0.9933333333333333,Healthy,True,healthy_but_irregular_or_textured; ,4.4558056402244084e-05,1.0274979413281344,0.0,0.006666666666666667,0.9933333333333333,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,33,Healthy,Healthy,1.0,Healthy,True,healthy_but_irregular_or_textured; ,-0.01187161868087927,1.0646154405986348,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,34,,Healthy,0.97,Healthy,False,,0.008006202347976332,0.909879687442022,0.0033333333333333335,0.0,0.97,0.02666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,35,Healthy,Healthy,0.9666666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.07757994278724323,0.889132796913771,0.006666666666666667,0.006666666666666667,0.9666666666666667,0.02
Data_for_model/images/Control1_15_hrs_PE_3.tif,36,,Healthy,0.9933333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.00923779489095955,1.0612698530521163,0.0,0.0,0.9933333333333333,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,37,Healthy,Healthy,0.9966666666666667,Healthy,False,,0.002414967495945053,0.944027642427976,0.0,0.0,0.9966666666666667,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_3.tif,39,,Healthy,0.82,Healthy,False,,-0.0017148437635349234,0.7575602397530565,0.02,0.16,0.82,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,40,Stressed,Stressed,0.77,Stressed,False,,0.13673159372237664,0.8143370093261545,0.02666666666666667,0.0,0.20333333333333334,0.77
Data_for_model/images/Control1_15_hrs_PE_3.tif,41,Healthy,Healthy,0.9933333333333333,Healthy,False,,0.050726255746740834,0.808610679009399,0.0,0.0033333333333333335,0.9933333333333333,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_3.tif,42,,Healthy,1.0,Healthy,False,,0.010578722069038649,0.9361473206767166,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,43,Healthy,Healthy,1.0,Healthy,False,,0.026757519009075748,0.9075012616588968,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,44,,Healthy,0.94,Healthy,False,,0.028663012755167028,0.8553934902585973,0.02666666666666667,0.013333333333333334,0.94,0.02
Data_for_model/images/Control1_15_hrs_PE_3.tif,45,,Healthy,0.7733333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.0815497488389435,0.8664884429647478,0.016666666666666666,0.0033333333333333335,0.7733333333333333,0.20666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,46,,Healthy,0.7966666666666666,Healthy,True,healthy_but_irregular_or_textured; ,0.027040877287980547,0.9980211148421452,0.006666666666666667,0.19,0.7966666666666666,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,47,,Healthy,0.92,Healthy,True,healthy_but_irregular_or_textured; ,0.06242901250694899,0.8594733699152625,0.006666666666666667,0.02666666666666667,0.92,0.04666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,48,,Healthy,0.9166666666666666,Healthy,False,,0.014768760759733102,0.8646340769875783,0.006666666666666667,0.0,0.9166666666666666,0.07666666666666666
Data_for_model/images/Control1_15_hrs_PE_3.tif,49,,Healthy,0.43666666666666665,Healthy,True,low_confidence; healthy_but_irregular_or_textured; ,0.08516324144304199,0.9594575982242785,0.23,0.19,0.43666666666666665,0.14333333333333334
Data_for_model/images/Control1_15_hrs_PE_3.tif,50,Healthy,Healthy,0.9766666666666667,Healthy,False,,0.0533032159665654,0.8604860088832905,0.0,0.013333333333333334,0.9766666666666667,0.01
Data_for_model/images/Control1_15_hrs_PE_3.tif,51,Healthy,Healthy,0.9733333333333334,Healthy,True,healthy_but_irregular_or_textured; ,0.026377033797482907,1.0658870320445613,0.006666666666666667,0.0,0.9733333333333334,0.02
Data_for_model/images/Control1_15_hrs_PE_3.tif,53,,Stressed,0.43,Stressed,True,low_confidence; ,0.042480239022730126,0.6538767789398767,0.3,0.0033333333333333335,0.26666666666666666,0.43
Data_for_model/images/Control1_15_hrs_PE_3.tif,55,,Crenated,0.7566666666666667,Crenated,False,,0.46918515037056996,0.4820480584712209,0.7566666666666667,0.0,0.0,0.24333333333333335
Data_for_model/images/Control1_15_hrs_PE_3.tif,56,,Healthy,1.0,Healthy,True,healthy_but_irregular_or_textured; ,0.07215491643640781,0.8914366307049499,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,57,Dead,Dead,0.9533333333333334,Dead,False,,0.023195468625857862,0.7332581491240036,0.0,0.9533333333333334,0.04666666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,58,Crenated,Crenated,0.89,Crenated,False,,0.4206463056134564,0.442709782903026,0.89,0.0,0.0033333333333333335,0.10666666666666667
Data_for_model/images/Control1_15_hrs_PE_3.tif,59,Dead,Dead,0.9466666666666667,Dead,False,,0.13992139238898138,0.5536801403304283,0.0,0.9466666666666667,0.05333333333333334,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,60,,Dead,0.9966666666666667,Dead,False,,0.2120715335846236,0.5577880384209307,0.0,0.9966666666666667,0.0033333333333333335,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,64,,Dead,0.97,Dead,False,,0.2847004050487587,0.4825187351062946,0.0,0.97,0.03,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,65,,Dead,0.9933333333333333,Dead,False,,0.05377456948876125,0.5405181039767483,0.0,0.9933333333333333,0.006666666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_3.tif,66,,Dead,0.84,Dead,False,,0.19451249829242434,0.5410048120922983,0.0,0.84,0.15666666666666668,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_3.tif,67,Dead,Dead,0.9866666666666667,Dead,False,,0.14444303264802383,0.5367627546104858,0.0033333333333333335,0.9866666666666667,0.01,0.0
Data_for_model/images/Control1_15_hrs_PE_4.tif,1,Healthy,Healthy,0.9633333333333334,Healthy,True,healthy_but_irregular_or_textured; ,0.0008255285139868729,1.0278527636057049,0.0,0.03333333333333333,0.9633333333333334,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_4.tif,2,Healthy,Healthy,0.9933333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.02992069569412481,1.026065751856938,0.0,0.0,0.9933333333333333,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,4,,Healthy,0.67,Healthy,False,,0.029054898645433203,0.8103004796388723,0.04,0.25,0.67,0.04
Data_for_model/images/Control1_15_hrs_PE_4.tif,6,,Healthy,0.84,Healthy,True,healthy_but_irregular_or_textured; ,0.051603177913789766,1.0618373628989248,0.01,0.0033333333333333335,0.84,0.14666666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,7,,Healthy,0.9033333333333333,Healthy,False,,0.026930087206438413,0.8093401441219336,0.006666666666666667,0.0,0.9033333333333333,0.09
Data_for_model/images/Control1_15_hrs_PE_4.tif,8,,Healthy,0.91,Healthy,False,,0.03466576952108791,0.8867256327828215,0.016666666666666666,0.06666666666666667,0.91,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,9,Healthy,Healthy,0.9866666666666667,Healthy,False,,0.02164947471752876,0.907274030415186,0.0,0.0,0.9866666666666667,0.013333333333333334
Data_for_model/images/Control1_15_hrs_PE_4.tif,10,Healthy,Healthy,0.9766666666666667,Healthy,False,,0.027057998117467674,0.8907282325495963,0.006666666666666667,0.006666666666666667,0.9766666666666667,0.01
Data_for_model/images/Control1_15_hrs_PE_4.tif,11,,Healthy,1.0,Healthy,False,,0.05435438050525487,0.8232504662354507,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_4.tif,14,,Healthy,1.0,Healthy,False,,0.027553630510404492,0.9260500907281058,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_4.tif,15,Healthy,Healthy,0.9833333333333333,Healthy,False,,0.003222948626517619,0.819324358407378,0.006666666666666667,0.0,0.9833333333333333,0.01
Data_for_model/images/Control1_15_hrs_PE_4.tif,16,,Healthy,0.96,Healthy,True,healthy_but_irregular_or_textured; ,0.04867162929059876,0.9905121584809014,0.006666666666666667,0.0,0.96,0.03333333333333333
Data_for_model/images/Control1_15_hrs_PE_4.tif,17,,Healthy,0.9733333333333334,Healthy,True,healthy_but_irregular_or_textured; ,0.00996279608122852,1.052949204980214,0.01,0.013333333333333334,0.9733333333333334,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_4.tif,18,,Healthy,0.8833333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.06362768924744111,0.933443960902187,0.006666666666666667,0.11,0.8833333333333333,0.0
Data_for_model/images/Control1_15_hrs_PE_4.tif,19,,Healthy,0.9966666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.05912027890738747,0.9936621950471114,0.0,0.0033333333333333335,0.9966666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_4.tif,20,,Healthy,0.85,Healthy,True,healthy_but_irregular_or_textured; ,0.07222137204839396,0.9492577906933276,0.006666666666666667,0.12666666666666668,0.85,0.016666666666666666
Data_for_model/images/Control1_15_hrs_PE_4.tif,21,Healthy,Healthy,0.9866666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.026188546125475054,0.9818224332392436,0.013333333333333334,0.0,0.9866666666666667,0.0
Data_for_model/images/Control1_15_hrs_PE_4.tif,22,,Healthy,0.9533333333333334,Healthy,True,healthy_but_irregular_or_textured; ,0.021234931203992224,0.9630151532764568,0.013333333333333334,0.0033333333333333335,0.9533333333333334,0.03
Data_for_model/images/Control1_15_hrs_PE_4.tif,23,Healthy,Healthy,0.9366666666666666,Healthy,True,healthy_but_irregular_or_textured; ,0.02053421432757707,0.9869324194448744,0.01,0.05,0.9366666666666666,0.0033333333333333335
Data_for_model/images/Control1_15_hrs_PE_4.tif,24,,Healthy,0.9833333333333333,Healthy,False,,-0.014400933696588458,0.9269602407839124,0.0033333333333333335,0.0,0.9833333333333333,0.013333333333333334
Data_for_model/images/Control1_15_hrs_PE_4.tif,25,,Healthy,0.8833333333333333,Healthy,False,,0.01730637199078866,0.8911290413930243,0.02,0.05,0.8833333333333333,0.04666666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,26,,Healthy,0.9566666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.023974769759956605,0.9641695624857194,0.01,0.0,0.9566666666666667,0.03333333333333333
Data_for_model/images/Control1_15_hrs_PE_4.tif,27,,Healthy,0.8866666666666667,Healthy,False,,0.03404156236271483,0.9371411762249118,0.02,0.0033333333333333335,0.8866666666666667,0.09
Data_for_model/images/Control1_15_hrs_PE_4.tif,28,,Healthy,0.5733333333333334,Healthy,True,low_confidence; healthy_but_irregular_or_textured; ,0.14380610885400558,0.961386673599436,0.06333333333333334,0.016666666666666666,0.5733333333333334,0.3466666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,29,Healthy,Healthy,1.0,Healthy,True,healthy_but_irregular_or_textured; ,0.05840297837918851,0.9957775242436766,0.0,0.0,1.0,0.0
Data_for_model/images/Control1_15_hrs_PE_4.tif,30,,Healthy,0.9733333333333334,Healthy,True,healthy_but_irregular_or_textured; ,0.01925527265824234,0.9775793871449324,0.01,0.01,0.9733333333333334,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,32,,Healthy,0.9333333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.0034665111889333744,0.9616761594542972,0.01,0.02,0.9333333333333333,0.03666666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,35,,Healthy,0.9866666666666667,Healthy,True,healthy_but_irregular_or_textured; ,0.025862078120361787,0.9965591690906836,0.0033333333333333335,0.0033333333333333335,0.9866666666666667,0.006666666666666667
Data_for_model/images/Control1_15_hrs_PE_4.tif,36,Healthy,Healthy,0.9833333333333333,Healthy,True,healthy_but_irregular_or_textured; ,0.020281114442736725,1.02399822496348,0.0033333333333333335,0.01,0.9833333333333333,0.0033333333333333335
