image,cell_id,label,stage1_dead_prediction,dead_probability,borderline_ghost,stage2_morphology_prediction,final_prediction
Data_for_model/images/Control1_15_hrs_PE_3.tif,29,Healthy,NotDead,3.3992410549688046e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,33,Healthy,NotDead,4.350729862712122e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,35,Healthy,NotDead,3.212276681874293e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,37,Healthy,NotDead,4.245757149301532e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,40,Stressed,NotDead,3.23471867869074e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,41,Healthy,NotDead,4.101167834669184e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,43,Healthy,NotDead,3.7013563284338247e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,47,Healthy,NotDead,4.310338349000631e-05,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,50,Healthy,NotDead,4.61469181523011e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,51,Healthy,NotDead,3.2862425093371783e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_3.tif,57,Dead,Dead,0.9991424422983585,False,,Dead
Data_for_model/images/Control1_15_hrs_PE_3.tif,58,Crenated,NotDead,3.325244238516767e-06,False,Crenated,Crenated
Data_for_model/images/Control1_15_hrs_PE_3.tif,59,Dead,Dead,0.9991665819268666,False,,Dead
Data_for_model/images/Control1_15_hrs_PE_3.tif,67,Dead,Dead,0.9991103351711076,False,,Dead
Data_for_model/images/Control1_15_hrs_PE_4.tif,1,Healthy,NotDead,6.59856336232556e-05,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,2,Healthy,NotDead,3.74049557738676e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,9,Healthy,NotDead,2.945891447114768e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,10,Healthy,NotDead,7.240150366272236e-05,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,14,Healthy,NotDead,3.7245252296758125e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,15,Healthy,NotDead,3.1501442920855993e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,21,Healthy,NotDead,3.5093468776503656e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,23,Healthy,NotDead,5.514002029005649e-05,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,25,Healthy,NotDead,6.428263447433302e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,29,Healthy,NotDead,3.065143135083659e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,36,Healthy,NotDead,4.588781981618162e-06,False,Healthy,Healthy
Data_for_model/images/Control1_15_hrs_PE_4.tif,61,Dead,Dead,0.9991320583809083,False,,Dead
Data_for_model/images/Control1_15_hrs_PE_4.tif,64,Dead,Dead,0.9991299496886198,False,,Dead
Data_for_model/images/Control1_15_hrs_PE_4.tif,65,Dead,Dead,0.9991327621609878,False,,Dead
Data_for_model/images/Control2_15_hrs_PE_1.tif,2,Healthy,NotDead,3.595628795372008e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,4,Healthy,NotDead,3.388479979604675e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,11,Healthy,NotDead,3.8374387836270785e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,12,Healthy,NotDead,4.896435980783487e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,15,Healthy,NotDead,3.3449114652528422e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,17,Healthy,NotDead,3.630192547676714e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,18,Healthy,NotDead,3.333836184338246e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,19,Healthy,NotDead,5.887099687629238e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,21,Healthy,NotDead,3.2728691070627036e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,23,Healthy,NotDead,4.318969538674722e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,24,Healthy,NotDead,4.4313203184653815e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,34,Healthy,NotDead,3.5116549615965553e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,35,Healthy,NotDead,6.6792902795320686e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,38,Healthy,NotDead,4.9316821129075095e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_1.tif,67,Crenated,NotDead,3.4578394105810872e-06,False,Stressed,Stressed
Data_for_model/images/Control2_15_hrs_PE_1.tif,68,Healthy,NotDead,4.152723358408217e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,6,Healthy,NotDead,3.471504052554586e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,8,Healthy,NotDead,3.064432012478413e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,9,Healthy,NotDead,3.138558892779031e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,12,Healthy,NotDead,3.6999975744356206e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,14,Healthy,NotDead,4.891892362191008e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,17,Healthy,NotDead,9.227026074498657e-05,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,19,Healthy,NotDead,3.80664246235618e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,24,Healthy,NotDead,2.830555710042759e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,25,Healthy,NotDead,2.9728785080340714e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,32,Healthy,NotDead,4.385716981802901e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,40,Healthy,NotDead,3.289590572497225e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,43,Healthy,NotDead,2.8528399499405666e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,46,Crenated,NotDead,2.9525049475287446e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,51,Healthy,NotDead,3.1142977083842283e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,52,Healthy,NotDead,3.403175131477809e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,57,Stressed,NotDead,3.2542111860767164e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_2.tif,64,Crenated,NotDead,3.2366653157644976e-06,False,Stressed,Stressed
Data_for_model/images/Control2_15_hrs_PE_2.tif,67,Dead,Dead,0.9991296519469102,False,,Dead
Data_for_model/images/Control2_15_hrs_PE_2.tif,68,Dead,Dead,0.9991319546295758,False,,Dead
Data_for_model/images/Control2_15_hrs_PE_3.tif,7,Healthy,NotDead,4.752137924168842e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,12,Healthy,NotDead,3.4672870645735543e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,15,Healthy,NotDead,3.120716379367838e-05,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,19,Healthy,NotDead,3.930357499126735e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,22,Healthy,NotDead,0.00432319669130532,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,24,Stressed,NotDead,4.809786764425894e-07,False,Stressed,Stressed
Data_for_model/images/Control2_15_hrs_PE_3.tif,25,Healthy,NotDead,3.683242384422414e-07,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,28,Healthy,NotDead,8.929737425056317e-07,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,32,Stressed,NotDead,4.6079029925039094e-07,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,36,Healthy,NotDead,3.7522118634392143e-07,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,37,Healthy,NotDead,9.322509679776658e-07,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,40,Healthy,NotDead,3.795384929672352e-07,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,44,Healthy,NotDead,2.2912983901335338e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,47,Healthy,NotDead,3.9977896104659294e-07,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,50,Healthy,NotDead,5.227306630328776e-06,False,Healthy,Healthy
Data_for_model/images/Control2_15_hrs_PE_3.tif,51,Healthy,NotDead,4.881982293536424e-06,False,Healthy,Healthy
Data_for_model/images/Crenated_1.tif,2,Stressed,NotDead,3.5441964507665347e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,6,Stressed,NotDead,8.765021978884846e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,11,Stressed,NotDead,4.6340586945525786e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,12,Stressed,NotDead,5.193172442075067e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,14,Stressed,NotDead,4.374444195764937e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,22,Stressed,NotDead,5.304659146387891e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,27,Healthy,NotDead,2.944739823762532e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,28,Stressed,NotDead,7.606130149051538e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,35,Healthy,NotDead,9.264714168066845e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_1.tif,36,Crenated,NotDead,5.479844861211447e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,38,Stressed,NotDead,3.758741223824913e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_1.tif,42,Crenated,NotDead,1.2389700478898646e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,49,Stressed,NotDead,1.909670072741676e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,50,Crenated,NotDead,1.0301022093095469e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,51,Crenated,NotDead,2.186449967045423e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,54,Crenated,NotDead,8.893328133918743e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,56,Crenated,NotDead,5.916233306590968e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,62,Crenated,NotDead,6.983337751398366e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_1.tif,71,Crenated,NotDead,3.7000954747901105e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_10.tif,3,Healthy,NotDead,1.1088559842553636e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_10.tif,5,Healthy,NotDead,5.199952399781438e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_10.tif,8,Stressed,NotDead,8.105740947339513e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_10.tif,9,Stressed,NotDead,4.615921372908005e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_10.tif,15,Stressed,NotDead,6.929114318987573e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_10.tif,33,Crenated,NotDead,8.26225882488707e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_10.tif,36,Crenated,NotDead,9.85632917505086e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_10.tif,47,Crenated,NotDead,1.640537090275007e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_10.tif,52,Crenated,NotDead,3.5057406504224176e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_10.tif,65,Crenated,NotDead,1.295100543030614e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_10.tif,67,Crenated,NotDead,1.1521189007268617e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_10.tif,68,Crenated,NotDead,2.1160030081457393e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,8,Stressed,NotDead,6.715247147237591e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,10,Stressed,NotDead,6.681483256665288e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,11,Stressed,NotDead,1.6512407528423978e-05,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,14,Stressed,NotDead,5.040920810772676e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,15,Stressed,NotDead,8.137605748137489e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,19,Stressed,NotDead,8.105715647577227e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,21,Stressed,NotDead,4.331350320629923e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,23,Stressed,NotDead,7.289987733360981e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,24,Stressed,NotDead,1.8836344013450912e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,26,Stressed,NotDead,4.5154290595483815e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,29,Stressed,NotDead,9.313012343525884e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,31,Crenated,NotDead,4.615921372908005e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,32,Crenated,NotDead,4.6623429339476274e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,33,Crenated,NotDead,3.7573022826364877e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,34,Crenated,NotDead,2.0936818257766276e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,39,Crenated,NotDead,2.1308431338407097e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,40,Stressed,NotDead,6.715226188447332e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,42,Crenated,NotDead,1.886754657398626e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,43,Crenated,NotDead,4.662364920804407e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,46,Crenated,NotDead,9.641749086908291e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_11.tif,51,Crenated,NotDead,1.043955111690309e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,60,Crenated,NotDead,1.13293553483107e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,63,Crenated,NotDead,5.318435820633738e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,65,Crenated,NotDead,2.400878524211336e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,66,Crenated,NotDead,1.6146577569431386e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_11.tif,67,Crenated,NotDead,9.187772019858542e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,2,Stressed,NotDead,4.135245685876754e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,4,Healthy,NotDead,5.116658279291642e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_12.tif,8,Healthy,NotDead,3.6920857837685617e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,10,Stressed,NotDead,4.4987395686479914e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,15,Healthy,NotDead,8.012434961068848e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,21,Stressed,NotDead,3.955059829641172e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,24,Crenated,NotDead,6.873734967882683e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,26,Stressed,NotDead,9.308490914738954e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,29,Stressed,NotDead,1.5720194613488836e-05,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,31,Stressed,NotDead,4.793528332047714e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,32,Stressed,NotDead,1.0688696133742681e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,34,Crenated,NotDead,9.235987329381246e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,35,Healthy,NotDead,6.524601197099855e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_12.tif,36,Stressed,NotDead,6.182725275083456e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_12.tif,37,Stressed,NotDead,6.266125897047559e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,45,Crenated,NotDead,7.661666413527612e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,48,Crenated,NotDead,5.49063996824195e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_12.tif,50,Crenated,NotDead,1.2853685212865784e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,52,Crenated,NotDead,5.712512832767302e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,58,Crenated,NotDead,5.994368871276023e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,69,Crenated,NotDead,3.7575152966873304e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,72,Crenated,NotDead,1.2814502850733156e-05,False,Crenated,Crenated
Data_for_model/images/Crenated_12.tif,83,Crenated,NotDead,1.0619059732652758e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_13.tif,1,Stressed,NotDead,7.473458530915522e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,2,Healthy,NotDead,5.069063868656798e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,4,Healthy,NotDead,4.6896843286514667e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,7,Stressed,NotDead,5.543715937417204e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,8,Healthy,NotDead,3.6914087264694473e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_13.tif,9,Stressed,NotDead,5.1038689652394e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,13,Healthy,NotDead,3.9579562816083325e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,27,Stressed,NotDead,5.608598724338165e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,33,Stressed,NotDead,6.266577065039414e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,38,Stressed,NotDead,7.065151199636688e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,40,Crenated,NotDead,6.66766303725197e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_13.tif,41,Stressed,NotDead,1.9384599797223068e-05,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,46,Stressed,NotDead,5.119897333871748e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_13.tif,47,Stressed,NotDead,6.047112230955776e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,51,Crenated,NotDead,5.489204275566095e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_13.tif,53,Crenated,NotDead,4.623945579762534e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_13.tif,54,Crenated,NotDead,5.992813757460524e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_13.tif,55,Crenated,NotDead,5.48758044560671e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_13.tif,69,Crenated,NotDead,5.457365582772766e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_13.tif,70,Crenated,NotDead,5.413209641647043e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,1,Stressed,NotDead,4.377600051341801e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,5,Healthy,NotDead,6.511447919743674e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,6,Stressed,NotDead,5.554901566506842e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,7,Healthy,NotDead,4.4772054863528865e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_14.tif,8,Healthy,NotDead,0.0009300210070235515,False,Healthy,Healthy
Data_for_model/images/Crenated_14.tif,12,Crenated,NotDead,4.924357679403357e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,15,Stressed,NotDead,4.6735988334933865e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,17,Crenated,NotDead,6.110825289118438e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,20,Healthy,NotDead,3.691604965050388e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,23,Stressed,NotDead,3.6094995992108636e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,24,Healthy,NotDead,4.5010975180392876e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,30,Stressed,NotDead,5.475168156632293e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,36,Stressed,NotDead,5.767803874512367e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,38,Stressed,NotDead,3.6100789402304656e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,42,Stressed,NotDead,4.879630529641688e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,48,Crenated,NotDead,6.299053663116894e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,49,Crenated,NotDead,5.7093992777979e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,50,Crenated,NotDead,5.711088746362947e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,53,Stressed,NotDead,6.232686483587102e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_14.tif,54,Crenated,NotDead,5.711077029069145e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,57,Crenated,NotDead,9.19840032476138e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,58,Crenated,NotDead,5.711037174283007e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,60,Crenated,NotDead,1.5407540883138893e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,69,Crenated,NotDead,7.754488380307123e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,72,Crenated,NotDead,5.6100065519704145e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_14.tif,75,Crenated,NotDead,7.696024156844672e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,2,Stressed,NotDead,7.569952009234271e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,4,Stressed,NotDead,4.5556472427765726e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,10,Healthy,NotDead,4.037205802998045e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,17,Healthy,NotDead,4.884560863560594e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_15.tif,18,Stressed,NotDead,8.687032625465108e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,29,Healthy,NotDead,1.033749162160369e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,30,Stressed,NotDead,5.408057635047925e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,33,Stressed,NotDead,7.417702558853989e-07,False,Healthy,Healthy
Data_for_model/images/Crenated_15.tif,37,Healthy,NotDead,3.952536867801726e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,41,Stressed,NotDead,8.434034385329525e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,43,Stressed,NotDead,1.3530128703642674e-05,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,45,Stressed,NotDead,1.4876869346425181e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,46,Stressed,NotDead,1.0706722558539994e-06,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,48,Stressed,NotDead,5.778473932682715e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,49,Crenated,NotDead,7.788806761777067e-07,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,52,Stressed,NotDead,1.0902408644763995e-06,False,Crenated,Crenated
Data_for_model/images/Crenated_15.tif,53,Stressed,NotDead,6.389483043767186e-07,False,Stressed,Stressed
Data_for_model/images/Crenated_15.tif,61,Stressed,NotDead,7.034982798526102e-07,False,Stressed,Stressed
