image,cell_id,label,cv_prediction,cv_confidence,correct,cv_prob_Crenated,cv_prob_Dead,cv_prob_Healthy,cv_prob_Stressed,custom_texture_entropy_std,crenation_radial_variation,crenation_max_radial_deviation
Data_for_model/images/Control1_15_hrs_PE_3.tif,26,Healthy,Healthy,0.9999997465632778,True,2.3139291125230023e-08,2.2054928404034187e-07,0.9999997465632778,9.748147242297917e-09,0.9645422466536192,0.0448274903259279,0.4248307741749739
Data_for_model/images/Control1_15_hrs_PE_3.tif,28,Healthy,Healthy,0.9999999306435924,True,1.2538573717149134e-08,1.9051344582692745e-08,0.9999999306435924,3.7766489318576214e-08,0.903576529495207,0.0490159398397244,0.4411239530213341
Data_for_model/images/Control1_15_hrs_PE_3.tif,29,Healthy,Healthy,0.9999997647651471,True,4.68795399727106e-09,3.108173048782615e-08,0.9999997647651471,1.9946516823353886e-07,0.9337665574501464,0.0510492891215304,0.4319777642210067
Data_for_model/images/Control1_15_hrs_PE_3.tif,33,Healthy,Healthy,0.9999999450272111,True,1.624687550341569e-08,1.82723982030551e-08,0.9999999450272111,2.0453515090642944e-08,1.0646154405986348,0.0442378111466833,0.4182735116753844
Data_for_model/images/Control1_15_hrs_PE_3.tif,35,Healthy,Healthy,0.999999472287558,True,2.3845121498955602e-08,8.443785803893853e-08,0.999999472287558,4.194294622666135e-07,0.889132796913771,0.0562858899148068,0.4452287164300872
Data_for_model/images/Control1_15_hrs_PE_3.tif,37,Healthy,Healthy,0.9999995689470846,True,7.31327789384649e-08,2.0053216179422054e-07,0.9999995689470846,1.573879747063641e-07,0.944027642427976,0.0454162816431475,0.4227331352112947
Data_for_model/images/Control1_15_hrs_PE_3.tif,40,Stressed,Healthy,0.9978200288427531,False,0.00014137512873319468,5.093909405010308e-06,0.9978200288427531,0.002033502119108749,0.8143370093261545,0.0581805699450396,0.4669606663252543
Data_for_model/images/Control1_15_hrs_PE_3.tif,41,Healthy,Healthy,0.9999999551462535,True,1.4183457821622924e-08,1.686404642000381e-08,0.9999999551462535,1.3806242284008548e-08,0.808610679009399,0.0488918538500125,0.4401205851935897
Data_for_model/images/Control1_15_hrs_PE_3.tif,43,Healthy,Healthy,0.9999999557242945,True,3.1147147514888227e-09,2.0581211557696384e-08,0.9999999557242945,2.057977922529421e-08,0.9075012616588968,0.0470335670443595,0.4318259639502236
Data_for_model/images/Control1_15_hrs_PE_3.tif,50,Healthy,Healthy,0.9999908440162696,True,3.9715926444653245e-06,3.729303562253779e-06,0.9999908440162696,1.4550875238301414e-06,0.8604860088832905,0.0521731461696483,0.4348637502006716
Data_for_model/images/Control1_15_hrs_PE_3.tif,51,Healthy,Healthy,0.9999974131244624,True,1.8019131121873755e-06,8.834169983301714e-08,0.9999974131244624,6.966207255335354e-07,1.0658870320445613,0.045338095120012,0.4351324877439815
Data_for_model/images/Control1_15_hrs_PE_3.tif,57,Dead,Dead,0.8807996970666372,True,9.077841234354728e-06,0.8807996970666372,0.11918328623623241,7.938855896028802e-06,0.7332581491240036,0.0466671093186436,0.4306417679686182
Data_for_model/images/Control1_15_hrs_PE_3.tif,58,Crenated,Crenated,0.9832744242520136,True,0.9832744242520136,4.533269163596949e-05,3.097067028888521e-07,0.016679933349647662,0.442709782903026,0.0768247158512307,0.5805718610204035
Data_for_model/images/Control1_15_hrs_PE_3.tif,59,Dead,Dead,0.9992978687094501,True,1.5409789938774838e-05,0.9992978687094501,0.0006861963008780406,5.251997331724685e-07,0.5536801403304283,0.0541629757696775,0.4766714146128036
Data_for_model/images/Control1_15_hrs_PE_3.tif,67,Dead,Dead,0.9999999643388747,True,1.0581612982912185e-08,0.9999999643388747,2.1904635247504764e-08,3.174876813951053e-09,0.5367627546104858,0.0546926008620538,0.474353469302288
Data_for_model/images/Control1_15_hrs_PE_4.tif,1,Healthy,Healthy,0.9999998715942807,True,8.887403068979934e-08,2.5723895342559684e-08,0.9999998715942807,1.3807793368445641e-08,1.0278527636057049,0.0439898526287577,0.4227396736255452
Data_for_model/images/Control1_15_hrs_PE_4.tif,2,Healthy,Healthy,0.9999996383612553,True,4.656858950323747e-08,5.0977292451904645e-08,0.9999996383612553,2.6409286279822425e-07,1.026065751856938,0.0461697497175187,0.4348130558956516
Data_for_model/images/Control1_15_hrs_PE_4.tif,9,Healthy,Healthy,0.999996034901254,True,1.1050748466456437e-06,1.1762882025929379e-07,0.999996034901254,2.7423950790170413e-06,0.907274030415186,0.0466142937653022,0.4268554299054001
Data_for_model/images/Control1_15_hrs_PE_4.tif,10,Healthy,Healthy,0.9999999159914987,True,1.3445525661608772e-08,6.058013656506041e-08,0.9999999159914987,9.982839107275203e-09,0.8907282325495963,0.047726367825112,0.4296587455666799
Data_for_model/images/Control1_15_hrs_PE_4.tif,15,Healthy,Healthy,0.9999082861694979,True,3.546087842900532e-06,1.6637909803067718e-06,0.9999082861694979,8.650395167900285e-05,0.819324358407378,0.0458130712081317,0.4205104133387852
Data_for_model/images/Control1_15_hrs_PE_4.tif,21,Healthy,Healthy,0.999995165316364,True,3.2086418610993055e-06,2.4627598755312327e-07,0.999995165316364,1.3797657873178646e-06,0.9818224332392436,0.0462257417807628,0.4346603995012151
Data_for_model/images/Control1_15_hrs_PE_4.tif,23,Healthy,Healthy,0.9999998982090693,True,6.575806381837649e-08,1.1045605660127693e-08,0.9999998982090693,2.4987261202310118e-08,0.9869324194448744,0.0460341349201074,0.4316099934535782
Data_for_model/images/Control1_15_hrs_PE_4.tif,29,Healthy,Healthy,0.9999997890392148,True,6.93312561711973e-09,6.079873819158639e-08,0.9999997890392148,1.4322892128230215e-07,0.9957775242436766,0.0483895944547707,0.447187697120591
Data_for_model/images/Control1_15_hrs_PE_4.tif,36,Healthy,Healthy,0.9999999015994364,True,4.0128811386581434e-08,1.6498400278648013e-08,0.9999999015994364,4.177335207099194e-08,1.02399822496348,0.0451885684240093,0.4321397209341282
Data_for_model/images/Control1_15_hrs_PE_4.tif,61,Dead,Dead,0.9999345108910697,True,1.0409905250968196e-06,0.9999345108910697,6.281370140660819e-05,1.6344169988810058e-06,0.6136930085251106,0.0524313528999242,0.4697321559036537
Data_for_model/images/Control1_15_hrs_PE_4.tif,64,Dead,Dead,0.9999965223120555,True,3.095155729820335e-08,0.9999965223120555,3.42365971523403e-06,2.3076671735783904e-08,0.5364893856329003,0.0489135512080767,0.4417101764811992
Data_for_model/images/Control1_15_hrs_PE_4.tif,65,Dead,Dead,0.9999998678737877,True,1.674389577515247e-08,0.9999998678737877,1.0587598060623167e-07,9.506335832035635e-09,0.6236669901865763,0.050478493835343,0.4457449903009395
Data_for_model/images/Control2_15_hrs_PE_1.tif,4,Healthy,Healthy,0.9999994381373564,True,3.580218470323895e-07,1.1651398935495176e-08,0.9999994381373564,1.9218939759405008e-07,0.920840172795704,0.0469830691719737,0.4300504343694838
Data_for_model/images/Control2_15_hrs_PE_1.tif,11,Healthy,Healthy,0.9999999662519361,True,3.740253570023393e-09,1.80628072783194e-08,0.9999999662519361,1.1945002940794402e-08,0.9496618489692386,0.0460607058314466,0.4286521658336882
Data_for_model/images/Control2_15_hrs_PE_1.tif,12,Healthy,Healthy,0.9999999225176899,True,2.583875386000136e-08,1.5135602495985863e-08,0.9999999225176899,3.650795382404114e-08,0.918066806639293,0.0472939456236689,0.4317440673457591
Data_for_model/images/Control2_15_hrs_PE_1.tif,15,Healthy,Healthy,0.9999982175010963,True,2.5176651718651192e-09,1.8782801215902398e-08,0.9999982175010963,1.7611984374842844e-06,0.9316813044522227,0.0485553069356211,0.4290193318794839
Data_for_model/images/Control2_15_hrs_PE_1.tif,17,Healthy,Healthy,0.9999999228900021,True,4.520431259342768e-09,3.3757904438024954e-09,0.9999999228900021,6.921377632035016e-08,0.7789301578516888,0.0456251399981304,0.4171780817017037
Data_for_model/images/Control2_15_hrs_PE_1.tif,18,Healthy,Healthy,0.9999890289573046,True,8.457263867557237e-07,3.0338897381865226e-07,0.9999890289573046,9.821927334740548e-06,0.7496520503265687,0.0466428910369258,0.4234893175422926
Data_for_model/images/Control2_15_hrs_PE_1.tif,21,Healthy,Healthy,0.9999928411097863,True,1.6137863949543424e-06,5.861700096331298e-08,0.9999928411097863,5.486486817737246e-06,0.7486668296219041,0.0495768739562936,0.4344648391240327
Data_for_model/images/Control2_15_hrs_PE_1.tif,23,Healthy,Healthy,0.9999999769861271,True,6.076142105903872e-10,2.798138096967942e-09,0.9999999769861271,1.9608120648252113e-08,0.9386993228531866,0.048204939837153,0.4352070921229484
Data_for_model/images/Control2_15_hrs_PE_1.tif,24,Healthy,Healthy,0.9999985599792429,True,4.792096089865102e-07,4.4560820810091486e-07,0.9999985599792429,5.152029401413951e-07,0.8594909554367891,0.0475360259936466,0.4312092326846112
Data_for_model/images/Control2_15_hrs_PE_1.tif,34,Healthy,Healthy,0.9999960374550828,True,1.8700867807466458e-06,7.176282172879259e-08,0.9999960374550828,2.0206953147350486e-06,0.912814137081788,0.0444537575796945,0.438325174622902
Data_for_model/images/Control2_15_hrs_PE_1.tif,35,Healthy,Healthy,0.9999995934058886,True,1.1602568677218899e-07,1.0585480564394814e-07,0.9999995934058886,1.8471361910064476e-07,0.8752649848112698,0.045410127252971,0.439676312978553
Data_for_model/images/Control2_15_hrs_PE_1.tif,38,Healthy,Healthy,0.9999999339900444,True,5.276829855153244e-08,4.153982772901962e-09,0.9999999339900444,9.087674182881339e-09,1.0155641059018865,0.0431229807427682,0.4195850269134605
Data_for_model/images/Control2_15_hrs_PE_1.tif,67,Crenated,Stressed,0.9996386359931183,False,0.0003561417305086537,3.85621480116694e-06,1.366061571948444e-06,0.9996386359931183,0.4494659896028903,0.0875891276469137,0.5270572792383712
Data_for_model/images/Control2_15_hrs_PE_1.tif,68,Healthy,Healthy,0.9999998157469068,True,4.4004608156093624e-08,1.0412447995477458e-08,0.9999998157469068,1.2983603704027681e-07,0.8715290843042693,0.0505410581218036,0.4323046019468531
Data_for_model/images/Control2_15_hrs_PE_2.tif,6,Healthy,Healthy,0.9999999103571342,True,1.877763209554129e-08,5.856258906009296e-09,0.9999999103571342,6.500897474076535e-08,0.8289529545947071,0.0458900485350545,0.4270507847771161
Data_for_model/images/Control2_15_hrs_PE_2.tif,8,Healthy,Healthy,0.9999960536958373,True,5.885671308988257e-07,2.9192247317594645e-06,0.9999960536958373,4.385123000712162e-07,0.9734752296141284,0.0497744699638968,0.4443004383730566
Data_for_model/images/Control2_15_hrs_PE_2.tif,9,Healthy,Healthy,0.9998944738624111,True,4.3821583253156234e-08,3.332337311894389e-07,0.9998944738624111,0.00010514908227449964,0.9413127222104264,0.0486691337877206,0.4303589563470494
Data_for_model/images/Control2_15_hrs_PE_2.tif,12,Healthy,Healthy,0.9999998097073262,True,1.015411233050419e-08,1.4092178283765237e-07,0.9999998097073262,3.92167785866826e-08,0.9562505838835328,0.0476195940016842,0.4580354393652772
Data_for_model/images/Control2_15_hrs_PE_2.tif,14,Healthy,Healthy,0.9999998491804788,True,1.1092968385290846e-07,3.398747668687931e-08,0.9999998491804788,5.902360503508438e-09,0.9858915272873102,0.0448075111565359,0.4308691431725635
Data_for_model/images/Control2_15_hrs_PE_2.tif,19,Healthy,Healthy,0.9999993868658543,True,4.407367270787342e-09,7.92454356104727e-09,0.9999993868658543,6.008022348096634e-07,0.847891196506514,0.0469900135038664,0.4294640750579434
Data_for_model/images/Control2_15_hrs_PE_2.tif,24,Healthy,Healthy,0.9999935575656378,True,1.0360643290866741e-08,1.793607460636405e-08,0.9999935575656378,6.414137644383295e-06,0.9759447475618002,0.0463186804807113,0.4373495667927372
Data_for_model/images/Control2_15_hrs_PE_2.tif,25,Healthy,Healthy,0.999999719552092,True,3.34455345355181e-08,2.949341101251792e-08,0.999999719552092,2.1750896247484684e-07,0.9889050928558482,0.0453783838667167,0.4253463664242796
Data_for_model/images/Control2_15_hrs_PE_2.tif,32,Healthy,Healthy,0.9999830472688481,True,2.0801996277393517e-07,1.549431683655188e-05,0.9999830472688481,1.2503943524329227e-06,0.973218619542352,0.0499967207506769,0.4443657452811523
Data_for_model/images/Control2_15_hrs_PE_2.tif,40,Healthy,Healthy,0.9951377589091635,True,1.5291493155054553e-05,0.0002917375584586016,0.9951377589091635,0.004555212039222831,1.0156053821851436,0.049515438474895,0.4660536846489038
Data_for_model/images/Control2_15_hrs_PE_2.tif,43,Healthy,Healthy,0.9999996773855632,True,4.728482919580464e-08,3.2942882165444025e-08,0.9999996773855632,2.423867254000571e-07,0.8794480335224898,0.0452481690610696,0.4338189185083022
Data_for_model/images/Control2_15_hrs_PE_2.tif,46,Crenated,Stressed,0.5163598169852605,False,0.4173589200398512,0.0643135017819659,0.0019677611929224737,0.5163598169852605,0.6826361432481759,0.0677467985860977,0.504054921813263
Data_for_model/images/Control2_15_hrs_PE_2.tif,51,Healthy,Healthy,0.9999855633239503,True,7.995691950496723e-06,3.459034444534004e-06,0.9999855633239503,2.981949654770172e-06,0.934892655545998,0.049007155913281,0.4289042606614694
Data_for_model/images/Control2_15_hrs_PE_2.tif,52,Healthy,Healthy,0.987092795577601,True,1.7159976331793056e-06,2.0598593680610147e-06,0.987092795577601,0.012903428565397683,0.7941816916536213,0.0469894906476742,0.4281663330778956
Data_for_model/images/Control2_15_hrs_PE_2.tif,57,Stressed,Healthy,0.8907099111755532,False,5.719355951664286e-05,6.32671955113974e-05,0.8907099111755532,0.10916962806941877,0.622061201881415,0.0510810871015818,0.4394111824098503
Data_for_model/images/Control2_15_hrs_PE_2.tif,64,Crenated,Stressed,0.9999937958178826,False,4.348506973158367e-06,1.2251040347494678e-06,6.305711094317501e-07,0.9999937958178826,0.4720675798125961,0.0714845360497448,0.4880463982968049
Data_for_model/images/Control2_15_hrs_PE_2.tif,67,Dead,Dead,0.9854097240119154,True,2.1516386214203592e-07,0.9854097240119154,0.014589508344421763,5.524798006669124e-07,0.5682403459146002,0.0469436440542368,0.4589047714910557
Data_for_model/images/Control2_15_hrs_PE_2.tif,68,Dead,Dead,0.9999993357580246,True,1.46474608898725e-08,0.9999993357580246,6.293923529476116e-07,2.0202161568835616e-08,0.5932262247329966,0.0544385613898291,0.4547609629074301
Data_for_model/images/Control2_15_hrs_PE_3.tif,7,Healthy,Healthy,0.9992762283028424,True,2.9928962348610563e-07,1.1890272732133726e-06,0.9992762283028424,0.0007222833802609478,0.7981118586948761,0.0550578017277757,0.4518392534515165
Data_for_model/images/Control2_15_hrs_PE_3.tif,12,Healthy,Healthy,0.9999998859271809,True,7.998572029300471e-08,8.520941434904446e-09,0.9999998859271809,2.5566157378971917e-08,0.8931103974970922,0.0463837764731626,0.4332208803238475
Data_for_model/images/Control2_15_hrs_PE_3.tif,15,Healthy,Healthy,0.9999996336326976,True,3.3435931677844936e-08,3.1087781131591797e-07,0.9999996336326976,2.205355943081081e-08,1.021874986092604,0.0452120097173973,0.4314985921806875
Data_for_model/images/Control2_15_hrs_PE_3.tif,19,Healthy,Healthy,0.9999992427910083,True,2.961620156764429e-07,1.4565671883696813e-07,0.9999992427910083,3.1539025722255796e-07,1.0069968010853472,0.0480844799734528,0.433796541712505
Data_for_model/images/Control2_15_hrs_PE_3.tif,22,Healthy,Healthy,0.9999997347713316,True,4.5829803182064836e-08,1.8714167333862916e-07,0.9999997347713316,3.225719200783947e-08,0.996343799978833,0.0460403871184145,0.4211802345048152
Data_for_model/images/Control2_15_hrs_PE_3.tif,24,Stressed,Stressed,0.9974681809671345,True,6.726606187150815e-05,1.4778546832148197e-05,0.0024497744241617006,0.9974681809671345,0.6093128213430347,0.0536958551148959,0.5011799565371973
Data_for_model/images/Control2_15_hrs_PE_3.tif,25,Healthy,Healthy,0.999993996593331,True,2.3740252066046727e-07,3.482571029591311e-06,0.999993996593331,2.283433118629854e-06,0.857103650715661,0.0503089193021732,0.4426145443192284
Data_for_model/images/Control2_15_hrs_PE_3.tif,28,Healthy,Healthy,0.9999995939566467,True,1.7526549268739378e-08,4.603516984308212e-08,0.9999995939566467,3.4248163417134114e-07,0.9712523930910472,0.0469172630083641,0.4248360864508165
Data_for_model/images/Control2_15_hrs_PE_3.tif,32,Stressed,Stressed,0.9906837623463055,True,0.0002056814505289304,0.00025714762046699787,0.008853408582698528,0.9906837623463055,0.6682159943549355,0.0634598132141959,0.5291494034847246
Data_for_model/images/Control2_15_hrs_PE_3.tif,36,Healthy,Healthy,0.999990367788204,True,1.50738003997808e-07,9.881647716701025e-07,0.999990367788204,8.493309020320478e-06,0.8041638553898599,0.0499003234327632,0.4490348034613101
Data_for_model/images/Control2_15_hrs_PE_3.tif,37,Healthy,Healthy,0.9999919166768003,True,2.9686947254297892e-08,1.7776791908790026e-06,0.9999919166768003,6.275957061487515e-06,1.0047419840445964,0.0518122117811816,0.4585178559162314
Data_for_model/images/Control2_15_hrs_PE_3.tif,40,Healthy,Healthy,0.9997322324410362,True,1.981524590107612e-06,0.00023959286278499455,0.9997322324410362,2.6193171588790145e-05,0.8137588841314269,0.0509292022103757,0.4386765685377609
Data_for_model/images/Control2_15_hrs_PE_3.tif,44,Healthy,Healthy,0.9999980574655543,True,6.623991650154393e-08,1.6972649421184515e-07,0.9999980574655543,1.7065680350270181e-06,0.9262553149325696,0.0492389405984011,0.4552638888123227
Data_for_model/images/Control2_15_hrs_PE_3.tif,47,Healthy,Healthy,0.9999994481369231,True,1.8379469742816483e-07,7.070228914596668e-08,0.9999994481369231,2.9736609031819256e-07,0.9501497442896768,0.0456556507241562,0.4237394836789344
Data_for_model/images/Control2_15_hrs_PE_3.tif,51,Healthy,Healthy,0.9999943814088692,True,2.1845042844792867e-07,4.344572944611169e-08,0.9999943814088692,5.356694972913475e-06,0.9605872165726692,0.0453143137313545,0.421160592998034
Data_for_model/images/Crenated_1.tif,2,Stressed,Stressed,0.9999707817662883,True,9.264192268883844e-07,1.1983061967587857e-06,2.7093508288057653e-05,0.9999707817662883,0.439769956866265,0.0481887011789312,0.4328799884833782
Data_for_model/images/Crenated_1.tif,6,Stressed,Stressed,0.9998107303893299,True,3.9320123930476933e-07,3.954341616423728e-07,0.00018848097526916587,0.9998107303893299,0.5601502195882812,0.0641841117383427,0.4824092447703876
Data_for_model/images/Crenated_1.tif,11,Stressed,Stressed,0.9999935679675132,True,1.596395429246146e-06,1.7461263830083777e-07,4.661024419432131e-06,0.9999935679675132,0.6354592205235723,0.0589480579142678,0.4610723216705609
Data_for_model/images/Crenated_1.tif,12,Stressed,Stressed,0.5044620110295701,True,0.4951782584359581,0.00011894814729743425,0.00024078238717430142,0.5044620110295701,0.4768078813466077,0.0640946501902086,0.4459800888552445
Data_for_model/images/Crenated_1.tif,14,Stressed,Stressed,0.9986833645528738,True,0.0013160943695207502,3.6587179999020576e-07,1.7520580554992317e-07,0.9986833645528738,0.41021382217984,0.101219488715666,0.5873737330708432
Data_for_model/images/Crenated_1.tif,22,Stressed,Crenated,0.9991215241561008,False,0.9991215241561008,2.841606418174731e-07,1.0623954637324312e-07,0.0008780854437110035,0.4270403123885521,0.1139801720824341,0.5917152974753009
Data_for_model/images/Crenated_1.tif,27,Healthy,Stressed,0.9999056156102427,False,1.5284793478897052e-06,8.908239361178456e-06,8.394767104821209e-05,0.9999056156102427,0.7154363308334838,0.0740047930110494,0.4686969186118891
Data_for_model/images/Crenated_1.tif,28,Stressed,Stressed,0.9999973903960807,True,1.0152763739591867e-06,6.872553247953644e-07,9.070722204271308e-07,0.9999973903960807,0.4110741897580649,0.0574915699312693,0.4796043405818547
Data_for_model/images/Crenated_1.tif,35,Healthy,Healthy,0.9999840467556499,True,4.9764772184722245e-09,7.872584958857833e-09,0.9999840467556499,1.5940395287952588e-05,0.7033445035817267,0.0505182772930382,0.4384072669031489
Data_for_model/images/Crenated_1.tif,36,Crenated,Crenated,0.9999674481982862,True,0.9999674481982862,7.185647519867483e-09,5.417008437151342e-09,3.253919905778717e-05,0.3248378354026111,0.0689798779296745,0.4351670897712898
Data_for_model/images/Crenated_1.tif,38,Stressed,Stressed,0.995652227070747,True,0.004332491888767193,1.492891922458424e-06,1.3788148563438236e-05,0.995652227070747,0.3691891320673003,0.0490331167739732,0.4297173745568233
Data_for_model/images/Crenated_1.tif,42,Crenated,Stressed,0.9224114939286634,False,0.07752513438956452,4.340620147344149e-05,1.9965480298582274e-05,0.9224114939286634,0.3340819810086401,0.0768785114248764,0.4994482314364407
Data_for_model/images/Crenated_1.tif,49,Stressed,Stressed,0.9691959009582413,True,0.029460761686961007,9.828664828024243e-06,0.001333508689969611,0.9691959009582413,0.4125763425900021,0.0537938370535335,0.4515975116837589
Data_for_model/images/Crenated_1.tif,50,Crenated,Crenated,0.9999997011025236,True,0.9999997011025236,4.832841363517133e-09,1.2121723376473716e-09,2.9285246266420387e-07,0.2525156523230425,0.092656932156364,0.4956226332298777
Data_for_model/images/Crenated_1.tif,51,Crenated,Crenated,0.9999999675949268,True,0.9999999675949268,2.419155764151583e-09,7.344167270578182e-10,2.9251500670269617e-08,0.2473028181850074,0.0794424458059564,0.511283233452209
Data_for_model/images/Crenated_1.tif,54,Crenated,Crenated,0.9999980403287251,True,0.9999980403287251,4.516064534273015e-09,1.8334966765508823e-09,1.9533217139373803e-06,0.3902728196246091,0.1898368074682693,0.6086790720634357
Data_for_model/images/Crenated_1.tif,56,Crenated,Crenated,0.9999999539673959,True,0.9999999539673959,2.2131259280305777e-09,7.53250145443175e-10,4.3066227956726215e-08,0.2410357894342207,0.0770923034846357,0.5336037921588852
Data_for_model/images/Crenated_1.tif,62,Crenated,Crenated,0.9999999817244386,True,0.9999999817244386,1.9773519284005157e-09,1.1777458652136724e-09,1.5120463392980338e-08,0.2817543102880221,0.0964017465523747,0.4727885417343127
Data_for_model/images/Crenated_1.tif,71,Crenated,Crenated,0.999999975640823,True,0.999999975640823,3.4429502573113643e-09,1.1636666477471493e-09,1.9752559977725184e-08,0.283619699391835,0.0999670951764527,0.6113792088027367
Data_for_model/images/Crenated_10.tif,3,Healthy,Healthy,0.9999978113275235,True,1.5095258203195783e-08,1.490280858774506e-08,0.9999978113275235,2.158674409663212e-06,0.6908119056916069,0.0520906780740962,0.4285483147409594
Data_for_model/images/Crenated_10.tif,5,Healthy,Stressed,0.9994957464483389,False,1.228006891503772e-05,1.113846481996672e-05,0.000480835017926169,0.9994957464483389,0.8147874577773155,0.0606672752832384,0.4875045268313784
Data_for_model/images/Crenated_10.tif,8,Stressed,Healthy,0.9253644277768912,False,6.642075283583799e-07,1.202827689854299e-06,0.9253644277768912,0.07463370518789054,0.6273349914839473,0.0552937985339041,0.430783920927673
Data_for_model/images/Crenated_10.tif,9,Stressed,Stressed,0.9999922729482855,True,2.150619760423304e-06,6.10027284944721e-07,4.966404669151727e-06,0.9999922729482855,0.3388708436376441,0.058957896309056,0.4549912377595492
Data_for_model/images/Crenated_10.tif,15,Stressed,Stressed,0.9999927736413283,True,2.404644660915296e-06,1.7947566924571413e-06,3.026957318359491e-06,0.9999927736413283,0.4754435085152536,0.0534700837025078,0.461652791566237
Data_for_model/images/Crenated_10.tif,33,Crenated,Crenated,0.9983165341788444,True,0.9983165341788444,2.530662184198131e-07,9.755718978762418e-06,0.001673457035958678,0.3169609123819312,0.0473270274484441,0.4331149199623674
Data_for_model/images/Crenated_10.tif,36,Crenated,Crenated,0.9999934803770756,True,0.9999934803770756,2.482204734389742e-08,5.4430375057115124e-09,6.489357839465672e-06,0.2276252361082275,0.0930117843110142,0.4933907040688172
Data_for_model/images/Crenated_10.tif,47,Crenated,Crenated,0.7350421447148696,True,0.7350421447148696,9.624582804438539e-06,1.61974340591295e-05,0.26493203326826686,0.3497905545253252,0.0501929880309335,0.4329619691742211
Data_for_model/images/Crenated_10.tif,52,Crenated,Crenated,0.9999696246944834,True,0.9999696246944834,2.9033081894048415e-05,2.7267910907441403e-09,1.33949683160164e-06,0.2988899945707059,0.072220796597109,0.4930325388557736
Data_for_model/images/Crenated_10.tif,65,Crenated,Crenated,0.999999597580257,True,0.999999597580257,1.2018174300666692e-08,1.5107262070724065e-09,3.8889084249284693e-07,0.2322396785519958,0.1104516281801926,0.550330017365863
